#gene_id	#GO_term	#Description
default-0_rep_c6604|m.5725	GO:0004190	aspartic-type endopeptidase activity
default-0_rep_c91083|m.59372	GO:0003735	structural constituent of ribosome
default-0_rep_c63280|m.43116	GO:0003735	structural constituent of ribosome
default-0_rep_c2833|m.2464	GO:0004824	lysine-tRNA ligase activity
default-0_rep_c2833|m.2464	GO:0004812	aminoacyl-tRNA ligase activity
default-0_rep_c2833|m.2464	GO:0000166	nucleotide binding
default-0_rep_c2833|m.2464	GO:0005524	ATP binding
default-0_rep_c103343|m.64524	GO:0004713	protein tyrosine kinase activity
default-0_rep_c103343|m.64524	GO:0005524	ATP binding
default-0_rep_c103343|m.64524	GO:0004672	protein kinase activity
default-0_rep_c2833|m.2463	GO:0004812	aminoacyl-tRNA ligase activity
default-0_rep_c2833|m.2463	GO:0005524	ATP binding
default-0_rep_c2833|m.2463	GO:0000166	nucleotide binding
default-0_rep_c111287|m.68854	GO:0003735	structural constituent of ribosome
default-0_c105151|m.65333	GO:0051287	NAD binding
default-0_c105151|m.65333	GO:0004471	malate dehydrogenase (decarboxylating) (NAD+) activity
default-0_rep_c15800|m.12725	GO:0003824	catalytic activity
default-0_rep_c15800|m.12725	GO:0004743	pyruvate kinase activity
default-0_rep_c15800|m.12725	GO:0000287	magnesium ion binding
default-0_rep_c15800|m.12725	GO:0030955	potassium ion binding
default-0_c46705|m.32378	GO:0003700	transcription factor activity, sequence-specific DNA binding
default-0_c46705|m.32378	GO:0046983	protein dimerization activity
default-0_c46705|m.32378	GO:0003677	DNA binding
default-0_rep_c5014|m.4419	GO:0005525	GTP binding
default-0_c16337|m.13116	GO:0005215	transporter activity
default-0_rep_c57184|m.39302	GO:0003677	DNA binding
default-0_c10443|m.8757	GO:0003676	nucleic acid binding
default-0_c10443|m.8757	GO:0000166	nucleotide binding
default-0_c28861|m.21561	GO:0071949	FAD binding
default-0_c28861|m.21561	GO:0016491	oxidoreductase activity
default-0_dn_rep_c27906|m.21004	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
default-0_c40600|m.28054	GO:0016787	hydrolase activity
default-0_rep_c50524|m.34922	GO:0015078	hydrogen ion transmembrane transporter activity
default-0_rep_c83134|m.55505	GO:0003735	structural constituent of ribosome
default-0_c7810|m.6692	GO:0022891	substrate-specific transmembrane transporter activity
default-0_c7810|m.6692	GO:0005215	transporter activity
default-0_c7810|m.6692	GO:0022857	transmembrane transporter activity
default-0_rep_c73905|m.49706	GO:0000287	magnesium ion binding
default-0_rep_c73905|m.49706	GO:0030976	thiamine pyrophosphate binding
default-0_rep_c94599|m.60966	GO:0005488	binding
default-0_rep_c59494|m.40767	GO:0003735	structural constituent of ribosome
default-0_rep_c59494|m.40767	GO:0003723	RNA binding
default-0_rep_c59494|m.40767	GO:0003676	nucleic acid binding
default-0_rep_c66043|m.44721	GO:0003735	structural constituent of ribosome
default-0_c2592|m.2266	GO:0051537	2 iron, 2 sulfur cluster binding
default-0_c2592|m.2266	GO:0008121	ubiquinol-cytochrome-c reductase activity
default-0_c2592|m.2266	GO:0016679	oxidoreductase activity, acting on diphenols and related substances as donors
default-0_c2592|m.2266	GO:0016491	oxidoreductase activity
default-0_rep_c28394|m.21286	GO:0005515	protein binding
default-0_rep_c114093|m.70284	GO:0008017	microtubule binding
default-0_rep_c74046|m.49801	GO:0016758	transferase activity, transferring hexosyl groups
default-0_rep_c37036|m.26029	GO:0019843	rRNA binding
default-0_rep_c37036|m.26029	GO:0003735	structural constituent of ribosome
default-0_rep_c37036|m.26029	GO:0003723	RNA binding
default-0_rep_c24490|m.18845	GO:0016491	oxidoreductase activity
default-0_rep_c10009|m.8426	GO:0005544	calcium-dependent phospholipid binding
default-0_rep_c10009|m.8426	GO:0005509	calcium ion binding
default-0_rep_c13502|m.11033	GO:0003735	structural constituent of ribosome
default-0_rep_c27017|m.20496	GO:0016491	oxidoreductase activity
default-0_rep_c4928|m.4351	GO:0046982	protein heterodimerization activity
default-0_rep_c4928|m.4351	GO:0003677	DNA binding
default-0_rep_c112494|m.69404	GO:0016788	hydrolase activity, acting on ester bonds
default-0_rep_c4947|m.4367	GO:0005200	structural constituent of cytoskeleton
default-0_rep_c4947|m.4367	GO:0005525	GTP binding
default-0_rep_c64709|m.43945	GO:0003735	structural constituent of ribosome
default-0_rep_c64459|m.43805	GO:0003735	structural constituent of ribosome
default-0_rep_c68759|m.46111	GO:0003735	structural constituent of ribosome
default-0_rep_c84984|m.56540	GO:0016757	transferase activity, transferring glycosyl groups
default-0_rep_c45818|m.31767	GO:0003735	structural constituent of ribosome
default-0_rep_c83496|m.55725	GO:0008270	zinc ion binding
default-0_c29289|m.21843	GO:0003824	catalytic activity
default-0_c29289|m.21843	GO:0004315	3-oxoacyl-[acyl-carrier-protein] synthase activity
default-0_rep_c102150|m.64048	GO:0004568	chitinase activity
default-0_rep_c27850|m.20972	GO:0003735	structural constituent of ribosome
default-0_c72269|m.48402	GO:0005515	protein binding
default-0_c17324|m.13812	GO:0005524	ATP binding
default-0_c17324|m.13812	GO:0003676	nucleic acid binding
default-0_c23582|m.18206	GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
default-0_rep_c25646|m.19637	GO:0003735	structural constituent of ribosome
default-0_rep_c23250|m.17992	GO:0003735	structural constituent of ribosome
default-0_rep_c49233|m.34113	GO:0003735	structural constituent of ribosome
default-0_rep_c106231|m.65814	GO:0004014	adenosylmethionine decarboxylase activity
default-0_rep_c38929|m.27104	GO:0004857	enzyme inhibitor activity
default-0_rep_c24813|m.19062	GO:0046982	protein heterodimerization activity
default-0_rep_c24813|m.19062	GO:0003677	DNA binding
default-0_rep_c97382|m.62151	GO:0003676	nucleic acid binding
default-0_rep_c97382|m.62151	GO:0000166	nucleotide binding
default-0_rep_c46672|m.32350	GO:0004129	cytochrome-c oxidase activity
default-0_rep_c46672|m.32350	GO:0015002	heme-copper terminal oxidase activity
default-0_rep_c162|m.193	GO:0003824	catalytic activity
default-0_rep_c162|m.193	GO:0008836	diaminopimelate decarboxylase activity
default-0_rep_c3308|m.2908	GO:0005524	ATP binding
default-0_rep_c54795|m.37620	GO:0046982	protein heterodimerization activity
default-0_rep_c54795|m.37620	GO:0003677	DNA binding
default-0_rep_c3301|m.2905	GO:0003779	actin binding
default-0_rep_c3301|m.2905	GO:0051015	actin filament binding
default-0_rep_c55507|m.38157	GO:0004129	cytochrome-c oxidase activity
default-0_c76662|m.51618	GO:0016787	hydrolase activity
default-0_rep_c47106|m.32637	GO:0004175	endopeptidase activity
default-0_rep_c47106|m.32637	GO:0004298	threonine-type endopeptidase activity
default-0_c107842|m.66842	GO:0004713	protein tyrosine kinase activity
default-0_c107842|m.66842	GO:0005524	ATP binding
default-0_c107842|m.66842	GO:0004672	protein kinase activity
default-0_c38137|m.26638	GO:0004853	uroporphyrinogen decarboxylase activity
default-0_rep_c39706|m.27565	GO:0008168	methyltransferase activity
default-0_rep_c38536|m.26876	GO:0051287	NAD binding
default-0_rep_c42156|m.28982	GO:0008289	lipid binding
default-0_rep_c71048|m.47306	GO:0008375	acetylglucosaminyltransferase activity
default-0_rep_c22144|m.17259	GO:0019904	protein domain specific binding
default-0_rep_c22144|m.17258	GO:0019904	protein domain specific binding
default-0_rep_c3705|m.3248	GO:0005515	protein binding
default-0_rep_c83315|m.55613	GO:0003735	structural constituent of ribosome
default-0_rep_c83315|m.55613	GO:0003723	RNA binding
default-0_c12643|m.10388	GO:0046923	ER retention sequence binding
default-0_rep_c83448|m.55689	GO:0015035	protein disulfide oxidoreductase activity
default-0_rep_c74321|m.50004	GO:0008375	acetylglucosaminyltransferase activity
default-0_rep_c8955|m.7581	GO:0004222	metalloendopeptidase activity
default-0_rep_c8955|m.7581	GO:0005524	ATP binding
default-0_c112478|m.69393	GO:0003824	catalytic activity
default-0_c112478|m.69393	GO:0004056	argininosuccinate lyase activity
default-0_rep_c963|m.876	GO:0003735	structural constituent of ribosome
default-0_rep_c46066|m.31938	GO:0005509	calcium ion binding
default-0_rep_c61843|m.42266	GO:0004594	pantothenate kinase activity
default-0_rep_c61843|m.42266	GO:0005524	ATP binding
default-0_rep_c30493|m.22569	GO:0003676	nucleic acid binding
default-0_rep_c30493|m.22569	GO:0000166	nucleotide binding
default-0_c84899|m.56480	GO:0016491	oxidoreductase activity
default-0_c46029|m.31910	GO:0003676	nucleic acid binding
default-0_c46029|m.31910	GO:0000166	nucleotide binding
default-0_rep_c114633|m.70608	GO:0005515	protein binding
default-0_rep_c4899|m.4320	GO:0003735	structural constituent of ribosome
default-0_c86054|m.57105	GO:0008270	zinc ion binding
default-0_rep_c71445|m.47663	GO:0004784	superoxide dismutase activity
default-0_rep_c71445|m.47663	GO:0046872	metal ion binding
default-0_rep_c42692|m.29319	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds
default-0_rep_c115716|m.71169	GO:0019904	protein domain specific binding
default-0_rep_c65246|m.44271	GO:0008168	methyltransferase activity
default-0_rep_c44372|m.30697	GO:0003824	catalytic activity
default-0_rep_c35895|m.25361	GO:0003735	structural constituent of ribosome
default-0_rep_c35895|m.25361	GO:0019843	rRNA binding
default-0_dn_rep_c4594|m.4067	GO:0003723	RNA binding
default-0_dn_rep_c4594|m.4067	GO:0003746	translation elongation factor activity
default-0_dn_rep_c4594|m.4067	GO:0043022	ribosome binding
default-0_rep_c83598|m.55800	GO:0005509	calcium ion binding
default-0_rep_c63568|m.43282	GO:0003735	structural constituent of ribosome
default-0_rep_c63568|m.43282	GO:0003723	RNA binding
default-0_rep_c1642|m.1415	GO:0003824	catalytic activity
default-0_rep_c1642|m.1415	GO:0048037	cofactor binding
default-0_rep_c117077|m.71825	GO:0046982	protein heterodimerization activity
default-0_rep_c117077|m.71825	GO:0003677	DNA binding
default-0_c95969|m.61585	GO:0008270	zinc ion binding
default-0_c95969|m.61585	GO:0016491	oxidoreductase activity
default-0_rep_c45234|m.31356	GO:0005515	protein binding
default-0_rep_c14605|m.11837	GO:0003735	structural constituent of ribosome
default-0_rep_c14605|m.11837	GO:0019843	rRNA binding
default-0_rep_c54983|m.37755	GO:0008312	7S RNA binding
default-0_rep_c60117|m.41165	GO:0005515	protein binding
default-0_rep_c4658|m.4119	GO:0003735	structural constituent of ribosome
default-0_c93307|m.60352	GO:0030170	pyridoxal phosphate binding
default-0_c101917|m.63956	GO:0008839	4-hydroxy-tetrahydrodipicolinate reductase
default-0_rep_c44356|m.30685	GO:0022891	substrate-specific transmembrane transporter activity
default-0_rep_c44356|m.30685	GO:0022857	transmembrane transporter activity
default-0_rep_c9834|m.8280	GO:0003824	catalytic activity
default-0_rep_c9834|m.8280	GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups
default-0_rep_c5692|m.4968	GO:0004523	RNA-DNA hybrid ribonuclease activity
default-0_rep_c5692|m.4968	GO:0003676	nucleic acid binding
default-0_rep_c2169|m.1885	GO:0015035	protein disulfide oxidoreductase activity
default-0_rep_c50654|m.35018	GO:0046982	protein heterodimerization activity
default-0_rep_c50654|m.35018	GO:0003677	DNA binding
default-0_rep_c95890|m.61552	GO:0008270	zinc ion binding
default-0_rep_c95890|m.61552	GO:0016491	oxidoreductase activity
default-0_rep_c79858|m.53689	GO:0046872	metal ion binding
default-0_rep_c79858|m.53689	GO:0051745	4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity
default-0_rep_c11185|m.9304	GO:0008270	zinc ion binding
default-0_rep_c36214|m.25562	GO:0003735	structural constituent of ribosome
default-0_rep_c73007|m.48994	GO:0003677	DNA binding
default-0_rep_c66518|m.44994	GO:0005515	protein binding
default-0_rep_c81255|m.54512	GO:0003735	structural constituent of ribosome
default-0_rep_c30579|m.22630	GO:0003700	transcription factor activity, sequence-specific DNA binding
default-0_rep_c30579|m.22630	GO:0043565	sequence-specific DNA binding
default-0_dn_rep_c52957|m.36384	GO:0003723	RNA binding
default-0_dn_rep_c52957|m.36384	GO:0003746	translation elongation factor activity
default-0_dn_rep_c52957|m.36384	GO:0043022	ribosome binding
default-0_rep_c23448|m.18125	GO:0008270	zinc ion binding
default-0_rep_c23448|m.18125	GO:0003676	nucleic acid binding
default-0_rep_c57434|m.39453	GO:0003735	structural constituent of ribosome
default-0_rep_c9012|m.7623	GO:0004298	threonine-type endopeptidase activity
default-0_rep_c42530|m.29211	GO:0016788	hydrolase activity, acting on ester bonds
default-0_rep_c110774|m.68603	GO:0016853	isomerase activity
default-0_rep_c11044|m.9206	GO:0003824	catalytic activity
default-0_rep_c27566|m.20813	GO:0008270	zinc ion binding
default-0_rep_c27566|m.20813	GO:0005515	protein binding
default-0_c92287|m.59929	GO:0005542	folic acid binding
default-0_c92287|m.59929	GO:0016740	transferase activity
default-0_rep_c58655|m.40233	GO:0005215	transporter activity
default-0_rep_c1264|m.1108	GO:0005515	protein binding
default-0_c79596|m.53509	GO:0016491	oxidoreductase activity
default-0_rep_c32427|m.23576	GO:0005506	iron ion binding
default-0_rep_c32427|m.23576	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
default-0_rep_c32427|m.23576	GO:0020037	heme binding
default-0_rep_c221|m.263	GO:0051082	unfolded protein binding
default-0_rep_c221|m.263	GO:0005524	ATP binding
default-0_rep_c52964|m.36386	GO:0003872	6-phosphofructokinase activity
default-0_rep_c55192|m.37920	GO:0005200	structural constituent of cytoskeleton
default-0_rep_c55192|m.37920	GO:0005525	GTP binding
default-0_c108845|m.67507	GO:0016836	hydro-lyase activity
default-0_rep_c12384|m.10210	GO:0051539	4 iron, 4 sulfur cluster binding
default-0_c22152|m.17267	GO:0003735	structural constituent of ribosome
default-0_c22152|m.17267	GO:0003723	RNA binding
default-0_c22152|m.17267	GO:0003676	nucleic acid binding
default-0_c16453|m.13208	GO:0016301	kinase activity
default-0_c16453|m.13208	GO:0005524	ATP binding
default-0_rep_c32482|m.23604	GO:0016757	transferase activity, transferring glycosyl groups
default-0_c13550|m.11066	GO:0005525	GTP binding
default-0_rep_c25792|m.19734	GO:0003824	catalytic activity
default-0_rep_c25792|m.19734	GO:0030170	pyridoxal phosphate binding
default-0_dn_rep_c3840|m.3356	GO:0003723	RNA binding
default-0_dn_rep_c3840|m.3356	GO:0003746	translation elongation factor activity
default-0_dn_rep_c3840|m.3356	GO:0043022	ribosome binding
default-0_c35140|m.24993	GO:0003747	translation release factor activity
default-0_rep_c89611|m.58770	GO:0003676	nucleic acid binding
default-0_rep_c56273|m.38722	GO:0003735	structural constituent of ribosome
default-0_rep_c3980|m.3491	GO:0005515	protein binding
default-0_rep_c12666|m.10408	GO:0003735	structural constituent of ribosome
default-0_c23321|m.18039	GO:0046872	metal ion binding
default-0_rep_c30575|m.22626	GO:0005524	ATP binding
default-0_rep_c30575|m.22624	GO:0005524	ATP binding
default-0_rep_c39827|m.27627	GO:0005215	transporter activity
default-0_rep_c1667|m.1436	GO:0016491	oxidoreductase activity
default-0_rep_c113780|m.70089	GO:0046872	metal ion binding
default-0_rep_c113780|m.70089	GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
default-0_rep_c24332|m.18742	GO:0016820	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances
default-0_c78542|m.52849	GO:0005515	protein binding
default-0_rep_c71267|m.47498	GO:0003735	structural constituent of ribosome
default-0_rep_c35475|m.25157	GO:0003677	DNA binding
default-0_rep_c64077|m.43566	GO:0008270	zinc ion binding
default-0_rep_c64077|m.43566	GO:0003676	nucleic acid binding
default-0_rep_c64059|m.43554	GO:0003824	catalytic activity
default-0_rep_c64059|m.43554	GO:0004807	triose-phosphate isomerase activity
default-0_c96529|m.61850	GO:0005515	protein binding
default-0_rep_c44439|m.30756	GO:0005215	transporter activity
default-0_rep_c42195|m.29008	GO:0005515	protein binding
default-0_c90325|m.59072	GO:0005524	ATP binding
default-0_c90325|m.59072	GO:0003676	nucleic acid binding
default-0_c90325|m.59071	GO:0005524	ATP binding
default-0_c90325|m.59071	GO:0003676	nucleic acid binding
default-0_rep_c9113|m.7706	GO:0004824	lysine-tRNA ligase activity
